,Adlercreutzia_26dap_M,Adlercreutzia_cgly,Adlercreutzia_co2,Adlercreutzia_glu_L,Adlercreutzia_mg2,Adlercreutzia_ser_L,Blautia_26dap_M,Blautia_cgly,Blautia_co2,Blautia_glu_L,Blautia_mg2,Blautia_ser_L,Butyricimonas_26dap_M,Butyricimonas_cgly,Butyricimonas_glu_L,Butyricimonas_mg2,Butyricimonas_ocdca,Butyricimonas_ser_L,Enterobacter_26dap_M,Enterobacter_cgly,Enterobacter_co2,Enterobacter_dgsn,Enterobacter_kestopt,Enterobacter_mg2,Enterobacter_ocdca,Faecalibacterium_26dap_M,Faecalibacterium_glu_L,Faecalibacterium_mg2,Faecalibacterium_ocdca,Faecalibacterium_ser_L,Roseburia_26dap_M,Roseburia_co2,Roseburia_mg2,Roseburia_ocdca,Roseburia_ser_L,Collinsella_26dap_M,Collinsella_amylopect900,Collinsella_cgly,Collinsella_co2,Collinsella_dgsn,Collinsella_glu_L,Collinsella_mg2,Collinsella_ser_L,Fusobacterium_26dap_M,Fusobacterium_cgly,Fusobacterium_mg2,Fusobacterium_pydx5p,Fusobacterium_ser_L,Roseburia_glu_L,Veillonella_26dap_M,Veillonella_cgly,Veillonella_mg2,Veillonella_ocdca,Veillonella_ser_L,Dialister_26dap_M,Dialister_cgly,Dialister_co2,Dialister_mg2,Dialister_ocdca,Dialister_ser_L,Actinomyces_26dap_M,Actinomyces_cgly,Actinomyces_mg2,Actinomyces_ocdca,Actinomyces_ser_L,Roseburia_amylopect900,Roseburia_cgly,Roseburia_kestopt,Roseburia_melib,Rothia_26dap_M,Rothia_cgly,Rothia_mg2,Rothia_ser_L,Faecalibacterium_co2,Veillonella_glu_L,Dialister_glu_L,Fusobacterium_glu_L,Turicibacter_26dap_M,Turicibacter_cellb,Turicibacter_cgly,Turicibacter_co2,Turicibacter_glu_L,Turicibacter_mg2,Turicibacter_ser_L,Faecalibacterium_kestopt,Turicibacter_dgsn,Faecalibacterium_cgly,Methanobrevibacter_cgly,Methanobrevibacter_co2,Methanobrevibacter_glu_L,Methanobrevibacter_mg2,Methanobrevibacter_ser_L,Enterobacter_ser_L,Faecalibacterium_cellb,Actinomyces_glu_L,Collinsella_cellb,Faecalibacterium_melib,Rothia_glu_L,Enterobacter_glu_L,Parvimonas_26dap_M,Parvimonas_cgly,Parvimonas_co2,Parvimonas_dgsn,Parvimonas_glu_L,Sutterella_26dap_M,Sutterella_cgly,Sutterella_co2,Sutterella_glu_L,Sutterella_mg2,Sutterella_ocdca,Bulleidia_26dap_M,Bulleidia_cgly,Bulleidia_co2,Bulleidia_dgsn,Bulleidia_mg2,Bulleidia_ocdca,Bulleidia_ser_L,Parvimonas_mg2,Parvimonas_pydxn,Sutterella_ser_L,Blautia_cellb,Mobiluncus_26dap_M,Mobiluncus_cgly,Mobiluncus_co2,Mobiluncus_mg2,Mobiluncus_ocdca,Mobiluncus_ser_L,Actinomyces_cellb,Actinomyces_co2,Actinomyces_pydxn,Adlercreutzia_ocdca,Blautia_4hphac,Blautia_melib,Blautia_ocdca,Blautia_pydxn,Collinsella_ocdca,Collinsella_pydxn,Enterobacter_cellb,Enterobacter_pydxn,Faecalibacterium_pydxn,Fusobacterium_cellb,Fusobacterium_co2,Fusobacterium_dgsn,Fusobacterium_melib,Fusobacterium_pydxn,Rothia_co2,Rothia_ocdca,Sutterella_dgsn,Turicibacter_ocdca,Veillonella_pydxn,Selenomonas_26dap_M,Selenomonas_co2,Selenomonas_mg2,Selenomonas_ocdca,Actinomyces_melib,Bulleidia_cellb,Bulleidia_pydxn,Butyricimonas_co2,Butyricimonas_pydxn,Enterobacter_melib,Fusobacterium_ocdca,Roseburia_cellb,Turicibacter_melib,Veillonella_co2,Dialister_pydxn,Rothia_pydxn
MI_361_H,0,-0.000324831982838893,0.134411968284912,-0.00177284514401189,-1.1773026273346e-05,0.0128142594833437,-0.000117477031350263,-0.000389847526550808,0,-0.00025259175589096,-1.67306663165151e-05,0.00311865476164576,0,0,0,0,0,0,-2.77997921049302e-09,-8.5628543120054e-09,8.72371284008601e-08,-1.79776804804271e-09,-1.29534982715888e-08,-3.33445363426143e-10,-8.53956776609817e-09,0,0,-0.00016274127028289,0.0119930070303409,0,-8.25929504045776e-06,6.52555514161977e-05,-1.04186432722663e-06,-3.03808584224898e-06,-3.2328379850616e-05,-0.000670273147587451,-1.57e-05,-0.00130726674777282,-0.10724433037128,-0.0996328680727415,0,-0.000143796745615561,0.0338101330177983,0,0,0,0,0,0,-1.69744172119276e-07,-9.08884892520491e-07,-8.6722997058654e-08,-7.38383763741197e-07,-3.23031978616363e-06,0,0,0,0,0,0,-9.49943249846957e-08,-3.21310628833412e-07,-1.52091458725816e-08,-5.46662479006163e-07,-8.59843045236729e-07,0,0,0,0,-3.61240731075524e-08,-2.54448210398522e-07,-1.80267281744954e-08,-7.80632606190634e-07,-0.527052830293055,0,0,0,0,0,0,0,0,0,0,-0.00282115404650173,0,-0.00176490338656971,-1.38367567827992e-08,5.27093964156098e-07,-1.167676211676e-07,-6.61194011164171e-10,-2.89502994357165e-08,0,-0.0744923220778428,0,0,-0.0074464683746953,-1.54840668235015e-06,0,0,0,0,0,0,-1.6886735538056e-07,-4.45068616898808e-09,7.32927873390195e-06,-2.89594212006969e-06,-1.56753554950322e-08,-1.22437348819338e-07,0,0,0,0,0,0,0,0,0,1.63040212047118e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.62522486222401e-08,5.22646231269748e-07,-4.48822869372542e-09,-1.23470135006073e-07,0,0,0,0,0,0,0,0,0,0,0,0
MI_363_H,-9.09954886689742e-06,-2.50419735669631e-06,0.00124950972531989,2.87870533584359e-05,-9.07607096332363e-08,-8.88273731541766e-06,-6.74634704300482e-08,-2.23877525482168e-07,8.10713758134443e-07,-5.80520957261788e-07,-9.60791057916613e-09,-4.89915474476401e-07,-2.0551817332661e-09,-1.12374932372672e-08,-8.04516495694724e-08,-7.52546354323469e-10,-2.09213706930791e-08,-7.01536144989338e-08,-8.49981198077210e-09,-2.61810057413638e-08,2.1260314565528e-07,-5.49669232623243e-09,-3.25102237506176e-08,-1.0195122626402e-09,-2.61098069132768e-08,-6.23055330410132e-06,-4.86157260777767e-05,-1.29074723395308e-06,-6.74505016099446e-06,-3.83171060424685e-05,-3.85419492498721e-05,8.09999895594591e-05,-7.71079160682697e-07,-2.24847383685664e-06,-2.39260903267513e-05,-4.41819524833865e-08,0,-8.61702390153921e-08,4.49313036832211e-07,-1.25194830976827e-07,-2.80005598574853e-07,-9.47855513072513e-09,-2.02196279241066e-07,0,0,0,0,0,-1.51429853102299e-05,-4.22660097287402e-10,-2.26310790114093e-09,-2.15938785504279e-10,-1.8385629946635e-09,-8.04344124480426e-09,-0.116267755330192,-0.0209296512910204,0.411614104183046,-0.000777945752969291,-0.021401108031951,-0.0628401579894956,-2.63710989003195e-10,-8.91981112772245e-10,0,-1.50925013381753e-09,-2.34750960732593e-09,0,0,0,0,0,0,0,0,0,0,-0.0179148675055389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.53137653119612e-09,0,4.13686322957303e-07,-2.94023824054314e-07,-8.8476375523736e-10,-6.91072866303004e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_364_H,-0.00368113969824345,-0.00105547642354394,0.417102971998183,-0.00576050497166401,-3.82540892577167e-05,0.0342750884871791,-2.40520369503381e-06,-7.98166842132836e-06,3.00377309849415e-05,-2.06966991551137e-05,-3.42540665033325e-07,-1.79155680417243e-05,0,0,0,0,0,0,-2.91421276372624e-07,-8.97631868460948e-07,7.44503632307297e-06,-1.8845747378435e-07,-1.24035310680374e-06,-3.49546043522199e-08,-8.95190772892687e-07,-1.15940414996934e-05,-9.04659214314787e-05,-2.40186966801417e-06,-1.2551436071112e-05,-7.13018725499227e-05,-0.00014740687119576,0.00120687267836448,-2.94905599567895e-06,-8.59947407194676e-06,-9.15073104411101e-05,-0.0130947288097657,-7.42832069056669e-06,-0.0420407630621454,-0.169978366242684,-0.0817747889044873,0,-0.000363467000478876,0,0,0,0,0,0,-5.79155992000523e-05,-4.05602445141533e-06,-2.17177373547452e-05,-2.07223960727648e-06,-1.76436254798657e-05,-7.71882526215021e-05,-0.000203430532418326,-2.37939582889686e-05,0.00072748264730475,-8.94806288126141e-07,-2.46159143703334e-05,-7.55650545300461e-05,-1.50361892911879e-07,-5.08586953714144e-07,-2.40738166552863e-08,-8.6085645681403e-07,-1.36100370111307e-06,0,0,0,0,-4.73398208506769e-06,-3.33448907053703e-05,-2.36236395537039e-06,-0.000102300224056228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230124036480671,0.00659691872472845,-0.190872066437302,-0.00113753051838804,-0.0636572570017812,0,0,0,0,0,0,0,0,0,0,0,0,-2.47331174345612e-07,-6.51868701525434e-09,1.07348108358602e-05,-6.39420698692575e-06,-2.29588725075609e-08,-1.79327574586606e-07,-4.35870204674234e-07,-9.75278465292059e-08,2.31492758585668e-05,1.32787545365712e-07,-1.0631686054584e-08,-2.78341094757994e-07,-3.24735696095448e-07,0,0,1.2354630246329e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_365_H,-0.000479682805272589,-0.000132008787532986,0.0655167268962238,0.00128338300110789,-4.78445167361861e-06,0,-0.00018319969194973,-0.000607948174639608,0.00201974557235878,-0.00345481832173707,-2.60906568719864e-05,0,-5.62991701435197e-09,-3.07837274685256e-08,-2.20387376655034e-07,-2.06150797066552e-09,-5.73115160192405e-08,-1.92177179026483e-07,-6.02197051738046e-07,-1.85487920258137e-06,1.41917681296792e-05,-3.89431192202399e-07,-2.41398817924402e-06,-7.22306893566063e-08,-1.84983488813557e-06,-0.000685483048810767,-0.00534868325578834,-0.000142007508160118,-0.000742087792699967,-0.00421563308900785,0,0,-0.000161817166306951,-0.000471860326861022,-0.00502108257477894,-0.0175814719968717,-9.96024581139491e-06,-0.00443648348016639,0,-0.00644566854841499,-0.0181887010045392,-0.000488004370578536,0,-9.36745373090243e-07,-6.21190130508772e-07,-2.89297644645276e-08,-2.89297644645276e-08,-8.72971433699606e-07,-0.0119022736875181,-3.08973281247035e-08,-1.65437872777503e-07,-1.57855722681076e-08,-1.34402761198978e-07,-5.87992206947089e-07,-0.000943129336447885,-0.000123697504582278,0.00363857972694293,-4.65182394545303e-06,-0.000127970602605997,-0.000392839584127709,-2.15432538442189e-07,-7.28683154590443e-07,-3.44920067950971e-08,-1.23340088458772e-06,-1.94999195927813e-06,0,0,0,0,-3.29761270677348e-07,-2.32274929055693e-06,-1.64558320189369e-07,-7.12606242887308e-06,0,0,0,0,0,0,0,0,0,0,0,-0.00128249345946005,0,-0.00154004900929219,-0.0063204545645778,0.229508950194383,-0.0524238250820607,-0.000312427596319176,-0.0146458872163353,0,0,0,0,0,-1.41347448162021e-05,0,0,0,0,0,0,0,0,0,0,0,0,-8.91722281507617e-06,-1.99526723517491e-06,0.00047359798542042,2.71662553759095e-06,-2.17507671852725e-07,-5.69442355529741e-06,-6.64358455117671e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_366_H,-1.81077046055817e-05,-4.98324330935717e-06,0.00248646975128654,5.72849782230364e-05,-1.80609846034265e-07,-1.76762590925458e-05,-3.9815031270911e-09,-1.32126180599754e-08,4.85895089179336e-08,-3.50041811744018e-08,-5.67031695403611e-10,-2.96569019617842e-08,-2.71436116816486e-10,-1.48418092556119e-09,-1.06255729102425e-08,0,-2.76316956670437e-09,-9.26547000297117e-09,-7.76371400431894e-06,-2.39136867240346e-05,0.000233667523387797,-5.02066954976653e-06,-4.12673592199534e-05,-9.31220790405717e-07,-2.38486538339001e-05,-5.98534624967877e-07,-4.67024258605555e-06,-1.23994912473325e-07,-6.47959478308747e-07,-3.68091140154224e-06,-1.70152220184156e-06,5.4928666032025e-06,-3.40410471399114e-08,-9.92640026810308e-08,-1.05627179441032e-06,-5.33593024849774e-07,0,-1.04069276941848e-06,5.42643067931161e-06,-1.51199946588148e-06,-3.38167568249975e-06,-1.14474137495639e-07,-2.4419591753936e-06,0,0,0,0,0,0,-1.64948515805488e-08,-8.83206841139383e-08,-8.42728764848373e-09,-7.17522754409486e-08,-3.1390559549248e-07,-1.07190460577412e-06,-1.67132422709069e-07,5.1995748791998e-06,-6.28525699564526e-09,-1.7290596864752e-07,-5.30780565485179e-07,-2.53770345641969e-09,-8.58357689794942e-09,-4.06301134896844e-10,-1.45235862019547e-08,-2.25901971965881e-08,0,0,0,0,-9.30086117029517e-09,-6.55127530303867e-08,-4.64133974057808e-09,-2.00989392131056e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.67769884556171e-07,1.78191093934711e-05,-3.94748404780569e-06,-2.23525390470098e-08,-9.78703206068218e-07,-3.37966488575431e-05,0,0,0,0,0,0,0,0,0,0,0,-4.37421349319526e-09,0,1.8985214673951e-07,-1.34935701500174e-07,-4.0604266800104e-10,-3.17152537901508e-09,-6.45774864266376e-08,-1.44494923440939e-08,3.42974131177507e-06,1.96734849423531e-08,-1.5751651627468e-09,-4.12383504904719e-08,-4.81120635959088e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_367_H,-0.000169026779383607,-4.65161977076826e-05,0.020725145929841,0.000452228207908479,-1.68590670463725e-06,0,-3.31281029697694e-07,-1.09935609145406e-06,2.17258850605358e-06,-2.85066242896865e-06,-4.71798810470304e-08,-5.97300649410023e-07,-3.77697456336456e-09,-2.06520549624036e-08,-1.4785253736258e-07,-1.383015619507e-09,-3.8448903889829e-08,-1.28927001053804e-07,-3.25836264670149e-07,-1.00363644929694e-06,8.13050610759243e-06,-2.10713095733437e-07,-1.25645606069364e-06,-3.90825194952039e-08,-1.0009070759596e-06,-5.45621914503208e-06,-4.25737558814547e-05,-1.130332961706e-06,-5.9067742504336e-06,-3.35550499878591e-05,-3.71323276305517e-06,1.19870855708067e-05,-7.42877944183265e-08,-2.16623883337092e-07,-2.30510247203974e-06,-1.92962659619734e-05,-8.47760309181087e-08,-3.76344583384599e-05,0.000196612495869146,-5.46782706468565e-05,-0.000122291166352904,-4.13971566345953e-06,-8.83083014998977e-05,-6.89749225697567e-08,-4.49018785005743e-08,-2.13017146518626e-09,-2.13017146518626e-09,-6.42790866918316e-08,0,-1.40677932299206e-08,-7.53251471207643e-08,-7.18729353513759e-09,-6.11946200152464e-08,-2.67717414099725e-07,-1.11743894578078e-05,-1.289978543377e-06,3.83912266729325e-05,-4.8511512802672e-08,-1.33454051560885e-06,-4.09672479833107e-06,-1.04048659336126e-09,-3.51936183197789e-09,0,-5.95483159879547e-09,-9.26223167051944e-09,0,0,0,0,0,0,0,0,0,0,0,0,-2.3792924102026e-09,0,-8.12756051354503e-09,1.13549830058374e-08,-2.32212888977996e-08,-2.9456954732687e-10,-8.08607439063553e-08,0,0,0,-0.00138074319518776,0.0525976871356007,-0.0110709995715277,-6.59792714394406e-05,-0.0028888943826927,0,0,0,0,0,0,0,0,0,0,0,0,-5.80466206034345e-08,-1.52988297172057e-09,2.519373036931e-06,-1.79062167016393e-06,-5.38826116624815e-09,-4.20867272930874e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_368_H,-2.83982529892284e-05,-7.81520393050718e-06,0.00389948178801535,8.98398410784088e-05,-2.83249821650263e-07,-2.77216184241559e-05,-3.12477497890281e-06,-1.03695657146889e-05,3.81341611088631e-05,-3.10262193701875e-05,-4.45019480704655e-07,-2.32754169075996e-05,-2.57333049651757e-08,-1.40706700452779e-07,-1.00734976367885e-06,-9.42277002698993e-09,-2.6196029461536e-07,-8.78406190114133e-07,-2.13286817314603e-08,-6.5696316592683e-08,5.33487662909135e-07,-1.37929170041856e-08,-8.15783004334771e-08,-2.55827453835026e-09,-6.55176565061594e-08,-0.00040040368176611,0.104824477855963,-8.29492854774283e-05,0.0155029937302006,-0.0722716742170952,-3.43351307284989e-05,0.000105134176058097,-6.86916575298783e-07,-2.00305497336356e-06,-2.13145794434257e-05,-2.0639188531913e-06,-9.25404994002603e-09,-4.02536263997711e-06,2.68016233952442e-05,-5.84836018897835e-06,-1.30802013359428e-05,-4.42781894771917e-07,-9.44541128931974e-06,0,0,0,0,0,-1.34901423089858e-05,-8.23979091985015e-08,-4.41194616055325e-07,-4.20974313747848e-08,-3.58429261863806e-07,-1.56807502195362e-06,-0.107745655303392,-0.0311922625799652,0.384700033143516,-0.00117299755468447,-0.032268891877359,0,-8.77948031799087e-08,-2.96958828041431e-07,-1.40564604110082e-08,-5.10631736970719e-07,-7.94676428663858e-07,0,0,0,0,-1.26346189423654e-08,-8.89948420096635e-08,-6.3049601462227e-09,-2.73031102662182e-07,0.194845911330567,0,-0.12087237554566,0,0,0,0,0,0,0,0,-0.00282108542169957,0,-0.0679911309818849,-3.88313598753561e-05,0.00147923214461047,-0.000327695686967986,-1.85556940820579e-06,-8.12458810640599e-05,0,0,0,0,0,-5.41564854579378e-07,0,0,0,0,0,0,0,0,0,0,0,0,-4.59934630066426e-06,-1.02912365960208e-06,0.000244273490459692,1.40118755308928e-06,-1.121866220737e-07,-2.9370832664619e-06,-3.42664377264905e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.94397309055065e-10,2.07352173101561e-08,0,-2.70560714783682e-09,0,0,0,0,0,0,0,0,0,0,0,0
MI_369_H,-1.05199668029308e-06,-2.89509660817003e-07,0.000144455522164653,3.32806439214386e-06,-1.04928240544483e-08,-1.0269311483923e-06,-5.9344016115819e-08,-1.96933116477595e-07,7.13141645713816e-07,-5.10653318361903e-07,-8.45156640497148e-09,-4.30952508481845e-07,0,0,0,0,0,0,-2.04461992111182e-09,-6.29781058859053e-09,7.31031941375527e-08,-1.32222296867988e-09,-3.07371961360197e-08,0,-6.28068379301016e-09,-9.08150605035647e-08,-7.08611240396865e-07,-1.88136241558349e-08,-9.83142441084762e-08,-5.58501008454207e-07,-2.55241318818266e-06,8.23971920188182e-06,-5.10641692276596e-08,-1.48903581323034e-07,-1.58448832195098e-06,-1.43524369261217e-07,0,-2.79922649602752e-07,1.45958624704132e-06,-4.066934153141e-07,-9.09593729253518e-07,-3.07909354426231e-08,-6.56831394129789e-07,0,0,0,0,0,0,-8.50538020321357e-09,-4.55415433433063e-08,-4.34543379685353e-09,-3.69982342727248e-08,-1.61861804244914e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00718103530089e-09,-7.09431107662285e-09,-5.02606079104636e-10,-2.17649420139265e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.58565371678598e-09,1.7468474974082e-07,-3.86980767540194e-08,0,-9.59444834460723e-09,0,0,0,0,0,0,0,-1.41689205491527e-09,-2.29182383347468e-09,2.113542875869e-07,5.53153514951887e-09,-1.29136383913485e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_370_H,-3.68729247712764e-05,-1.01474350098606e-05,0.00506322662547641,0.000116650052480486,-3.67777882996857e-07,-3.59943673675859e-05,-1.78805402413205e-06,-5.93365724886899e-06,1.17263147382062e-05,-1.53861464153585e-05,-2.54648375855374e-07,-3.22386654849836e-06,-3.54363016269348e-09,-1.93761550835505e-08,-1.38718093606131e-07,-1.29757184819255e-09,-3.60735009624024e-08,-1.20961791522602e-07,-0.0433780608078967,-0.0562220001481203,0,-0.00195771068465891,-5.57146537622579e-05,-0.000363111109600623,-0.00929931037336028,-6.91358111020198e-05,-0.000539452515796349,-1.43224610386197e-05,-7.48447996580333e-05,-0.000425176397027913,-0.000570725943403207,0.00044503420328643,-1.14180753694144e-05,-3.32952114963851e-05,-0.000354295533553763,-7.65092961712665e-05,-1.57e-05,-0.000149219850355335,0.000958076586991592,-0.000216798214291672,-0.000484881949910018,-1.64138871419279e-05,-0.000350140592338011,-1.81599961816759e-07,-1.20425579054846e-07,-5.60840146431118e-09,-5.60840146431118e-09,-1.69236575467662e-07,-0.00022423605306238,-3.01882593798723e-08,-1.61641207113584e-07,-1.5423306124271e-08,-1.31318326298958e-07,-5.74498260335661e-07,-3.1107805876678e-05,-4.85035975526746e-06,0.000150897164833604,-1.82404808648399e-07,-5.01791416757797e-06,-1.5403813646553e-05,-1.57779263584753e-08,-5.33675610700504e-08,-2.52613809921342e-09,-9.03322611719847e-08,-1.42814218110166e-07,0,0,0,0,-1.13130655698347e-07,-7.96861771316631e-07,-5.64547517220632e-08,-2.44472649401743e-06,0,0,0,0,-2.20493473121177e-09,0,-7.53196218316639e-09,1.05228749079057e-08,-2.15196022879343e-08,-2.72983103242463e-10,-7.49351621793981e-08,0,-1.29019228730603e-08,0,-0.00105355967934236,0.0401340398314967,-0.00844759459922023,-5.03446986400155e-05,-0.00220433651246044,-0.0406206503827294,0,0,0,0,-4.84918361061979e-06,0,0,0,0,0,0,-7.49866608410752e-07,-1.97635649301105e-08,3.25461447175646e-05,-2.31318789068864e-05,-6.96074480126892e-08,-5.43691107704354e-07,-2.79468493381846e-08,-6.25322860796688e-09,1.48427058736662e-06,8.5139876149504e-09,-6.81675703436537e-10,-1.78464977794038e-08,-2.08211974027746e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_371_H,-5.02273271802892e-06,-1.3822568766718e-06,0.000689692241542175,1.58897629843005e-05,-5.00977347838356e-08,-4.90305794192815e-06,-4.08563876456291e-07,-1.3558192171166e-06,3.59977505885601e-06,-3.51567879848282e-06,-5.81862327248604e-08,-1.65699640403192e-06,0,0,0,0,0,0,0,-3.50929922953626e-05,0,0,0,-1.53330911259941e-06,0,-5.80593013309086e-06,0,-1.20278053874908e-06,0,-3.57057278425601e-05,-2.20012556538531e-07,1.73828887636162e-06,-2.77533655204941e-08,-8.09290659629552e-08,-8.61169078576537e-07,-1.6056628140629e-06,-2.95435099341506e-06,-3.13160330607738e-06,1.58577092296403e-05,-4.54983705593294e-06,-7.52898326042203e-06,-3.44470143327714e-07,-7.3482276918689e-06,-5.27435727611705e-08,-8.41289655040301e-08,-1.62889423404853e-09,-1.62889423404853e-09,0,0,-1.0267459586832e-09,-5.49764907185083e-09,-5.24568741554788e-10,-4.46632444527072e-09,-1.95395090405065e-08,-1.62514449032126e-06,-1.87607701549814e-07,5.58341829231641e-06,-7.05525953306793e-09,-1.94088560653918e-07,-5.95806129677924e-07,0,0,0,0,0,0,0,0,0,-7.03144924287079e-10,-4.95276285990704e-09,-3.50885194470204e-10,-1.51947941513047e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000939651985612146,0,0.161829694520774,-4.49015817230825e-05,0,0,0,0,0,0,0,3.06661822519884e-06,0,0,0,0,0,-5.77218648645247e-09,0,2.50527780031443e-07,-1.78060360782789e-07,-5.35811524701473e-10,-4.18512630045849e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.77007576455478e-10,9.84058472538056e-09,0,-1.28403556006491e-09,0,0,0,0,0,-0.00708020222585294,0,0,0,0,0,0
MI_372_H,0,0,0,0,0,0,-2.3763768504859e-05,-7.88600653818321e-05,0.000155846202124186,-0.000204486451003028,-3.38435247050374e-06,-4.2846142966094e-05,0,0,0,0,0,0,-0.000634034756627481,-0.00721066260229,0,-0.000410020126233704,-0.00192180187128551,-7.604947153938e-05,-0.00194763426641659,-0.000244913638069373,-0.00191101074976033,-5.07373238725586e-05,-0.000265137732278472,-0.00150618755399678,-0.00409814318262323,0.00319560361205402,-8.19884013942321e-05,-0.000239078923229377,-0.00254404735276146,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00161014487387112,0,0,0,0,0,-0.000625475360770905,-9.75247347826955e-05,0.00272221593483302,-3.6675590026502e-06,-0.000100893701302036,-0.000309719879827616,0,0,0,0,0,0,0,0,0,-4.54929138449281e-07,-3.20439793131634e-06,-2.27019912540484e-07,-9.83091020556803e-06,0,0,-0.00030852748195498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.94998862911556e-05,-0.00622760741437168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_373_H,-7.69948440321076e-05,-2.1188993841866e-05,0.00927255667216049,0.000205998365831786,-7.67961883019933e-07,0,-1.70962663544165e-06,-5.67339596082514e-06,1.12119766748876e-05,-5.37854205982834e-06,-2.43479022534364e-07,-3.0824617411074e-06,-3.06480757471208e-09,-1.67580092002954e-08,-1.19974219801365e-07,-1.12224127419972e-09,-3.11991753992522e-08,-1.04617185735723e-07,-7.56668433046554e-10,-2.33067985912095e-09,2.37446312553011e-08,-4.89325361412466e-10,-3.49640811443656e-09,0,-2.32434161236854e-09,-3.30987932234053e-06,-2.58263076538455e-05,-6.85688312339339e-07,-3.58319734482159e-06,-2.03553345572715e-05,-1.87513785232578e-05,6.05333393492799e-05,-3.75144420424069e-07,-1.09392453768229e-06,-1.16404900382681e-05,-2.29094204300768e-05,-9.6395970432166e-08,-4.46813715375331e-05,0.000232532087341249,-6.49165746941361e-05,-0.000145189735173853,-4.9148621179903e-06,-0.000104843704502933,0,0,0,0,0,0,-1.23074481325167e-09,-6.58994858760963e-09,-6.28792597041729e-10,-5.35371539457126e-09,-2.34217132307286e-08,-2.70710261727194e-05,-2.42200816332185e-06,7.695409295751e-05,-9.10831274104574e-08,-2.50567580343368e-06,-7.69183406606559e-06,-5.11883126707424e-09,-1.73140331654624e-08,-8.1955476235666e-10,-2.92956952761933e-08,-4.55669504830213e-08,0,0,0,0,-7.31513502979059e-10,-5.15258346314391e-09,-3.65041755809633e-10,-1.58078323724463e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.26842679815343e-05,0.000864128850572118,-0.000323601723877103,-1.08397526764935e-06,-4.74617253778601e-05,0,0,0,0,0,-3.13552791477806e-08,0,0,0,0,0,0,-6.26513944878344e-08,-1.6512468871584e-09,2.71923209926606e-06,-1.45445148045393e-06,-5.81570593465552e-09,-4.54254205831427e-08,-1.41172404866927e-07,-3.15879371619605e-08,7.49773420810965e-06,4.30080719320172e-08,-3.44345787351432e-09,-9.0150878171742e-08,-1.05177455747848e-07,0,0,4.78218216242719e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
